old_url,title,body,publication_type,policy_1,policy_2,policy_3,organisation,document_series,ignore date,publication_date,ignore source,ignore disclosure,json_attachment,ignore note
http://www.communities.gov.uk/corporate/foi/disclosure-log/disclosurelog2011/jul2011/communitybudgets/index.html,Community Budgets,"Request: For information about meetings of the Community Budgets and Local Productivity Group between 17 May and 22 June 2011, and the Community Budgets Political Leadership Group between 25 March and 22 June 2011

Disclosure: The Department for Communities and Local Government has released copies of the agendas, minutes and others papers for these meetings",foi-releases,,,,department-for-communities-and-local-government,,19-Jul-2011,19-Jul-2011,"For information about meetings of the Community Budgets and Local Productivity Group between 17 May and 22 June 2011, and the Community Budgets Political Leadership Group between 25 March and 22 June 2011","The Department for Communities and Local Government has released copies of the agendas, minutes and others papers for these meetings","[{""text"": ""Response: Community Budgets"", ""link"": ""http://www.communities.gov.uk/documents/corporate/pdf/1966427.pdf""}, {""text"": ""Response: Community Budgets and Local Productivity Group, 17 May 2011 - Minutes"", ""link"": ""http://www.communities.gov.uk/documents/corporate/pdf/1966420.pdf""}, {""text"": ""Response: Community Budgets and Local Productivity Group, 20 June 2011 - Agenda"", ""link"": ""http://www.communities.gov.uk/documents/corporate/pdf/1966430.pdf""}, {""text"": ""Response: Community Budgets and Local Productivity Group, 20 June 2011: Paper 1 - Action tracker from 17 May 2011"", ""link"": ""http://www.communities.gov.uk/documents/corporate/pdf/1966443.pdf""}, {""text"": ""Response: Community Budgets and Local Productivity Group, 20 May 2011: Paper 2 - Roll out of Community Budgetss for families with multiple problems"", ""link"": ""http://www.communities.gov.uk/documents/corporate/pdf/1966533.pdf""}, {""text"": ""Response: Community Budgets and Local Productivity Group, 20 June 2011: Paper 3 - The role of the VCSE"", ""link"": ""http://www.communities.gov.uk/documents/corporate/pdf/1966545.pdf""}, {""text"": ""Response: Community Budgets and Local Productivity Group, 20 June 2011: Paper 4 - Widening and Deepening Community Budgets"", ""link"": ""http://www.communities.gov.uk/documents/corporate/pdf/1966555.pdf""}, {""text"": ""Response: Community Budgets and Local Productivity Group, 20 June 2011: Families with Multiple Problems - How we can meet the PM's commitment"", ""link"": ""http://www.communities.gov.uk/documents/corporate/ppt/1966566.ppt""}, {""text"": ""Response: Community Budgets Political Leadership Group, 5 April 2011 - Agenda"", ""link"": ""http://www.communities.gov.uk/documents/corporate/pdf/1966578.pdf""}, {""text"": ""Response: Community Budgets Political Leadership Group, 5 April 2011 - First Meeting"", ""link"": ""http://www.communities.gov.uk/documents/corporate/ppt/1966584.ppt""}, {""text"": ""Response: Community Budgets Political Leadership Group, 5 April 2011 - Minutes"", ""link"": ""http://www.communities.gov.uk/documents/corporate/pdf/1966593.pdf""}, {""text"": ""Response: Community Budgets Political Leadership Group, circulated 9 May 2011 - Innovative Finance Workstrand - Product Initiation Document"", ""link"": ""http://www.communities.gov.uk/documents/corporate/pdf/1966635.pdf""}, {""text"": ""Response: Community Budgets Political Leadership Group, circulated 13 May 2011 - Community Based Budget Issues - Data Sharing"", ""link"": ""http://www.communities.gov.uk/documents/corporate/pdf/1966643.pdf""}, {""text"": ""Response: Community Budgets Political Leadership Group, circulated 24 May 2011 - Agenda"", ""link"": ""http://www.communities.gov.uk/documents/corporate/pdf/1966670.pdf""}, {""text"": ""Response: Community Budgets Political Leadership Group, circulated 24 May 2011 - Innovative Finance - Discussion Paper"", ""link"": ""http://www.communities.gov.uk/documents/corporate/pdf/1966673.pdf""}, {""text"": ""Response: Community Budgets Political Leadership Group, circulated 24 May 2011 - Data Sharing - Discussion Paper"", ""link"": ""http://www.communities.gov.uk/documents/corporate/pdf/1966679.pdf""}, {""text"": ""Response: Community Budgets Political Leadership Group, circulated 24 May 2011 - Simplified Assessment Work Strand - Discussion Paper"", ""link"": ""http://www.communities.gov.uk/documents/corporate/pdf/1966691.pdf""}, {""text"": ""Response: Community Budgets Political Leadership Group, circulated 24 May 2011 - Governance Issues - Discussion Paper"", ""link"": ""http://www.communities.gov.uk/documents/corporate/pdf/1966701.pdf""}, {""text"": ""Response: Community Budgets Political Leadership Group, circulated 24 May 2011 - Minutes"", ""link"": ""http://www.communities.gov.uk/documents/corporate/pdf/1966706.pdf""}]",
http://www.communities.gov.uk/corporate/foi/disclosure-log/disclosurelog2011/jul2011/expenditureoncatering/index.html,Expenditure on catering,"Request: For information about expenditure on sandwiches for Ministers and/or officials, and on catering in general, at meetings within the Department for each of the previous 12 months (or most recent 12 months for which data is available).

Disclosure: The Department for Communities and Local Government has released information about expenditure on hospitality for the financial year 2010-11.",foi-releases,,,,department-for-communities-and-local-government,,27-Jul-2011,27-Jul-2011,"For information about expenditure on sandwiches for Ministers and/or officials, and on catering in general, at meetings within the Department for each of the previous 12 months (or most recent 12 months for which data is available).",The Department for Communities and Local Government has released information about expenditure on hospitality for the financial year 2010-11.,"[{""text"": ""Response: Expenditure on catering"", ""link"": ""http://www.communities.gov.uk/documents/corporate/pdf/2039406.pdf""}]",
http://www.communities.gov.uk/corporate/foi/disclosure-log/disclosurelog2011/Aug2011/ministersattendancelunch/index.html,Ministers' attendance at lunches and dinners,"Request: For information about the identities of Ministers who had attended lunches and dinners listed amongst information released by the Department in response to a Parliamentary Question about expenditure on the Government Procurement Card.

Disclosure: The Department for Communities and Local Government has released information about the identities of the Ministers and the reason for the event.",foi-releases,,,,department-for-communities-and-local-government,,16-Aug-2011,16-Aug-2011,For information about the identities of Ministers who had attended lunches and dinners listed amongst information released by the Department in response to a Parliamentary Question about expenditure on the Government Procurement Card.,The Department for Communities and Local Government has released information about the identities of the Ministers and the reason for the event.,"[{""text"": ""Response: Ministers attendance at lunches and dinners"", ""link"": ""http://www.communities.gov.uk/documents/corporate/pdf/2015349.pdf""}]",
http://www.communities.gov.uk/corporate/foi/disclosure-log/disclosurelog2011/september2011/energyefficiency/index.html,Energy efficiency,"Request: For information about energy (gas and electricity) consumption in 2010-11.

Disclosure: The Department for Communities and Local Government has released information about the tariff for, and cost of, gas and electricity consumption for the Department's headquarters at Eland House, London.",foi-releases,,,,department-for-communities-and-local-government,,1 September 2011,1-Sep-2011,For information about energy (gas and electricity) consumption in 2010-11.,"The Department for Communities and Local Government has released information about the tariff for, and cost of, gas and electricity consumption for the Department's headquarters at Eland House, London.","[{""text"": ""Response: Energy efficiency"", ""link"": ""http://www.communities.gov.uk/documents/corporate/pdf/1978480.pdf""}]",
http://www.communities.gov.uk/corporate/foi/disclosure-log/disclosurelog2011/september2011/communicationsspend/index.html,Expenditure on press and communications 2009 to 2010 and 2010 to 2011,"Request: For information about expenditure on press and communications, numbers of press officers and hire of PR firms in 2009-10 and 2010-11.

Disclosure: The Department for Communities and Local Government has provided the information requested (or provided links to information the Department has already published) for the periods asked about.",foi-releases,,,,department-for-communities-and-local-government,,22-Sep-2011,22-Sep-2011,"For information about expenditure on press and communications, numbers of press officers and hire of PR firms in 2009-10 and 2010-11.",The Department for Communities and Local Government has provided the information requested (or provided links to information the Department has already published) for the periods asked about.,"[{""text"": ""Expenditure on press and communications 2009-10 and 2010-11"", ""link"": ""http://www.communities.gov.uk/documents/corporate/pdf/2202838.pdf""}]",
http://www.communities.gov.uk/corporate/foi/disclosure-log/disclosurelog2011/november2011/dgjoincapita/index.html,DCLG director general to join Capita Symonds,"Request: For correspondence relating to the appointment of Richard McCarthy, Director General for Neighbourhoods, to a post in Capita Symonds.

Disclosure: The Department for Communities and Local Government has released information about Mr McCarthy's notification to the Permanent Secretary and communications with the Advisory Committee on Business Appointments.",foi-releases,,,,department-for-communities-and-local-government,,4-Nov-2011,4-Nov-2011,"For correspondence relating to the appointment of Richard McCarthy, Director General for Neighbourhoods, to a post in Capita Symonds.",The Department for Communities and Local Government has released information about Mr McCarthy's notification to the Permanent Secretary and communications with the Advisory Committee on Business Appointments.,"[{""text"": ""Response: DCLG Director General to join Capita Symonds"", ""link"": ""http://www.communities.gov.uk/documents/corporate/pdf/2061255.pdf""}, {""text"": ""Letter from the Advisory Committee on Business Appointments"", ""link"": ""http://www.communities.gov.uk/documents/corporate/pdf/2061262.pdf""}]",
http://www.communities.gov.uk/corporate/foi/disclosure-log/disclosurelog2011/november2011/expenditureoncatering/index.html,Expenditure on catering and hospitality,"Request: For totals and breakdown information about expenditure on catering and hospitality from the start of 2011.

Disclosure: The Department for Communities and Local Government has released information about monthly expenditure on hospitality for the period asked about.",foi-releases,,,,department-for-communities-and-local-government,,9-Nov-2011,9-Nov-2011,For totals and breakdown information about expenditure on catering and hospitality from the start of 2011.,The Department for Communities and Local Government has released information about monthly expenditure on hospitality for the period asked about.,"[{""text"": ""Response: Expenditure on catering and hospitality"", ""link"": ""http://www.communities.gov.uk/documents/corporate/pdf/2039494.pdf""}]",
http://www.communities.gov.uk/corporate/foi/disclosure-log/disclosurelog2011/december2011/mobilephones/index.html,Mobile phones,"Request: For information about the number of mobile phones and other devices in use in the Department, and payments to Vodafone.

Disclosure: The Department for Communities and Local Government has released information about the number of mobile phones, smart phones, Blackberry devices and Android phones in use in the Department, and payments made to Vodafone since May 2010.",foi-releases,,,,department-for-communities-and-local-government,,6 December 2011,8-Dec-2011,"For information about the number of mobile phones and other devices in use in the Department, and payments to Vodafone.","The Department for Communities and Local Government has released information about the number of mobile phones, smart phones, Blackberry devices and Android phones in use in the Department, and payments made to Vodafone since May 2010.","[{""text"": ""Response: Mobile Phones"", ""link"": ""http://www.communities.gov.uk/documents/corporate/pdf/2080969.pdf""}, {""text"": ""Response: Mobile Phones"", ""link"": ""http://www.communities.gov.uk/documents/corporate/xls/2081824.xls""}]",
http://www.communities.gov.uk/corporate/foi/disclosure-log/disclosurelog2011/december2011/resourcingmayoralpolicy/index.html,Resourcing mayoral policy,"Request: For information about the financial budget and staff resources since May 2010 for any Mayoral Policy Team in the Department.

Disclosure: The Department for Communities and Local Government has released information concerning teams in the Department involved in implementing the Government's Mayoral policy.",foi-releases,,,,department-for-communities-and-local-government,,5 December 2011,5-Dec-2011,For information about the financial budget and staff resources since May 2010 for any Mayoral Policy Team in the Department.,The Department for Communities and Local Government has released information concerning teams in the Department involved in implementing the Government's Mayoral policy.,"[{""text"": ""Response: Resourcing Mayoral policy"", ""link"": ""http://www.communities.gov.uk/documents/corporate/pdf/20612551.pdf""}]",
http://www.communities.gov.uk/corporate/foi/disclosure-log/disclosurelog2011/december2011/epcresidentialproperties/index.html,Energy Performance Certificate (EPC) rating of residential properties,"Request: For information about the percentage of houses in the UK to have obtained an EPC, for each energy efficiency rating category, and percentage estimates of the total number of houses in the UK that fall into each energy efficiency rating category.

Disclosure: The Department for Communities and Local Government has released information about the percentage breakdown of EPC ratings for houses in England and Wales.",foi-releases,,,,department-for-communities-and-local-government,,8 December 2011,8-Dec-2011,"For information about the percentage of houses in the UK to have obtained an EPC, for each energy efficiency rating category, and percentage estimates of the total number of houses in the UK that fall into each energy efficiency rating category.",The Department for Communities and Local Government has released information about the percentage breakdown of EPC ratings for houses in England and Wales.,"[{""text"": ""Response: Energy Performance Certificate (EPC) rating of residential properties"", ""link"": ""http://www.communities.gov.uk/documents/corporate/pdf/2072202.pdf""}]",
http://www.communities.gov.uk/corporate/foi/disclosure-log/disclosurelog2011/december2011/contractsregister/index.html,Contracts register,"Request: For a copy of the Department's current contracts register detailing all current live contracts.

Disclosure: The Department for Communities and Local Government has released information about all current contracts with an overall value greater than £20,000.",foi-releases,,,,department-for-communities-and-local-government,,12 December 2011,12-Dec-2011,For a copy of the Department's current contracts register detailing all current live contracts.,"The Department for Communities and Local Government has released information about all current contracts with an overall value greater than £20,000.","[{""text"": ""Response: Contracts register"", ""link"": ""http://www.communities.gov.uk/documents/corporate/pdf/8469220.pdf""}, {""text"": ""List of contracts"", ""link"": ""http://www.communities.gov.uk/documents/corporate/xls/2066801.xls""}]",
http://www.communities.gov.uk/corporate/foi/disclosure-log/disclosurelog2012/january2012/regulations/index.html,Regulations introduced or revoked,"Request: For details of regulations (including primary legislation and statutory instruments) introduced or revoked since May 2010.

Disclosure: The information requested is in the public domain. The Department for Communities and Local Government has provided links to where information about regulatory burdens introduced or revoked by the Department during the period can be accessed.",foi-releases,,,,department-for-communities-and-local-government,,5 January 2012,5-Jan-2012,For details of regulations (including primary legislation and statutory instruments) introduced or revoked since May 2010.,The information requested is in the public domain. The Department for Communities and Local Government has provided links to where information about regulatory burdens introduced or revoked by the Department during the period can be accessed.,"[{""text"": ""Response: Regulations introduced or revoked"", ""link"": ""http://www.communities.gov.uk/documents/corporate/pdf/2133874.pdf""}]",
http://www.communities.gov.uk/corporate/foi/disclosure-log/disclosurelog2012/january2012/payprogressionagreements/index.html,Pay progression agreements,"Request: For information about the number of civil servants currently covered by pay progression agreements, the lengths of such agreements and the respective salaries protected.

Disclosure: The Department for Communities and Local Government has released information about the pay progression agreements in the Department and its executive agencies (Planning Inspectorate, Fire Service College, and the Queen Elizabeth II Conference Centre).",foi-releases,,,,department-for-communities-and-local-government,,23 January 2012,23-Jan-2012,"For information about the number of civil servants currently covered by pay progression agreements, the lengths of such agreements and the respective salaries protected.","The Department for Communities and Local Government has released information about the pay progression agreements in the Department and its executive agencies (Planning Inspectorate, Fire Service College, and the Queen Elizabeth II Conference Centre).","[{""text"": ""Response: Pay progression agreements"", ""link"": ""http://www.communities.gov.uk/documents/corporate/pdf/2111537.pdf""}]",
http://www.communities.gov.uk/corporate/foi/disclosure-log/disclosurelog2012/january2012/legalfees/index.html,Legal fees,"Request: For information about expenditure on legal fees in 2011.

Disclosure: The Department for Communities and Local Government has released information about the number of cases where legal fees were incurred, the total expenditure, and largest amount in a single case.",foi-releases,,,,department-for-communities-and-local-government,,23 January 2012,23-Jan-2012,For information about expenditure on legal fees in 2011.,"The Department for Communities and Local Government has released information about the number of cases where legal fees were incurred, the total expenditure, and largest amount in a single case.","[{""text"": ""Response: Legal fees"", ""link"": ""http://www.communities.gov.uk/documents/corporate/pdf/2109789.pdf""}]",
http://www.communities.gov.uk/corporate/foi/disclosure-log/disclosurelog2012/january2012/councilcompensation/index.html,Council compensation for Council Tax exemption for students,"Request: For information about how local authorities are compensated for the loss of income due to properties having exemption from council tax where they are occupied by full time students.

Disclosure: The Department for Communities and Local Government has provided information about the formula grant which is provided to compensate local authorities. This grant is an unhypothecated block grant and is based on socio-economic and demographic characteristics of authorities, together with the number of band-D equivalent properties within their area.",foi-releases,,,,department-for-communities-and-local-government,,25 January 2012,25-Jan-2012,For information about how local authorities are compensated for the loss of income due to properties having exemption from council tax where they are occupied by full time students.,"The Department for Communities and Local Government has provided information about the formula grant which is provided to compensate local authorities. This grant is an unhypothecated block grant and is based on socio-economic and demographic characteristics of authorities, together with the number of band-D equivalent properties within their area.","[{""text"": ""Request for information: Council compensation for council tax exemption for students "", ""link"": ""http://www.communities.gov.uk/documents/corporate/pdf/2137534.pdf""}, {""text"": ""Response: Council compensation for council tax exemption for students "", ""link"": ""http://www.communities.gov.uk/documents/corporate/pdf/2137540.pdf""}]",
http://www.communities.gov.uk/corporate/foi/disclosure-log/disclosurelog2012/february2012/supplierpayments/index.html,Payments to suppliers,"Request: For information about the top 100 suppliers to the Department by value during 2009-10 and 2010-11 and total payments to suppliers between April and December 2011.

Disclosure: The Department for Communities and Local Government has provided a list of top 100 suppliers by value to the Department and its executive agencies during the period asked about, and the total expenditure between April and December 2011 for the central Department and each agency.",foi-releases,,,,department-for-communities-and-local-government,,8-Feb-2012,8-Feb-2012,For information about the top 100 suppliers to the Department by value during 2009-10 and 2010-11 and total payments to suppliers between April and December 2011.,"The Department for Communities and Local Government has provided a list of top 100 suppliers by value to the Department and its executive agencies during the period asked about, and the total expenditure between April and December 2011 for the central Department and each agency.","[{""text"": ""Response: Payments to suppliers"", ""link"": ""http://www.communities.gov.uk/documents/corporate/pdf/2133836.pdf""}, {""text"": ""Response: Payments to suppliers"", ""link"": ""http://www.communities.gov.uk/documents/corporate/xls/2133847.xls""}]",
http://www.communities.gov.uk/corporate/foi/disclosure-log/disclosurelog2012/february2012/lgameeting/index.html,Meeting with Local Government Association,"Request: For a copy of the minutes of a meeting between the Department and the Local Government Association on 18 October 2011.

Disclosure: The Department for Communities and Local Government has released a copy of the minutes with minor redactions.",foi-releases,,,,department-for-communities-and-local-government,,15-Feb-2012,15-Feb-2012,For a copy of the minutes of a meeting between the Department and the Local Government Association on 18 October 2011.,The Department for Communities and Local Government has released a copy of the minutes with minor redactions.,"[{""text"": ""Response: Meeting with Local Government Association "", ""link"": ""http://www.communities.gov.uk/documents/corporate/pdf/2102178.pdf""}, {""text"": ""Response: Meeting with Local Government Association - minutes"", ""link"": ""http://www.communities.gov.uk/documents/corporate/pdf/2102181.pdf""}]",
http://www.communities.gov.uk/corporate/foi/disclosure-log/disclosurelog2012/april2012/earlyreleaseschemes/index.html,Early release schemes,"Request: For information about early release schemes used to reduce headcount in the Department and related agencies since May 2010 and including all years for which financial projections have been made.

Disclosure: The Department for Communities and Local Government has provided information about early release schemes run in the central Department, together with details of the Department's new structure, the process followed to achieve necessary headcount reductions, and the associated costs and savings. The Department has also provided information about the schemes and headcount reductions in the Planning Inspectorate and the Fire Service College.",foi-releases,,,,department-for-communities-and-local-government,,4-Apr-2012,4-Apr-2012,For information about early release schemes used to reduce headcount in the Department and related agencies since May 2010 and including all years for which financial projections have been made.,"The Department for Communities and Local Government has provided information about early release schemes run in the central Department, together with details of the Department's new structure, the process followed to achieve necessary headcount reductions, and the associated costs and savings. The Department has also provided information about the schemes and headcount reductions in the Planning Inspectorate and the Fire Service College.","[{""text"": ""Response: Early release schemes"", ""link"": ""http://www.communities.gov.uk/documents/corporate/pdf/2143465.pdf""}, {""text"": ""Response: Information pack for staff"", ""link"": ""http://www.communities.gov.uk/documents/corporate/pdf/2143657.pdf""}, {""text"": ""Response: DCLG Voluntary Early Retirement Scheme 2010-11 guidance"", ""link"": ""http://www.communities.gov.uk/documents/corporate/pdf/2143667.pdf""}, {""text"": ""Response: DCLG Voluntary Exit Scheme January 2011 guidance"", ""link"": ""http://www.communities.gov.uk/documents/corporate/pdf/2143673.pdf""}, {""text"": ""Response: DCLG Voluntary Exit Scheme guidance for staff at grades AA - SEO"", ""link"": ""http://www.communities.gov.uk/documents/corporate/pdf/2143684.pdf""}, {""text"": ""Response: DCLG Voluntary Redundancy Scheme guidance for grades 6 and 7"", ""link"": ""http://www.communities.gov.uk/documents/corporate/pdf/2143689.pdf""}, {""text"": ""Response: DCLG Voluntary Redundancy Scheme guidance for grades AA - SEO"", ""link"": ""http://www.communities.gov.uk/documents/corporate/pdf/2143695.pdf""}]",
http://www.communities.gov.uk/corporate/foi/disclosure-log/disclosurelog2012/april2012/ministerialvisits/index.html,Ministerial visits undertaken by the Secretary of State,"Request: For information about ministerial visits undertaken by the Secretary of State for Communities and Local Government between May 2010 and December 2011.

Disclosure: The Department for Communities and Local Government has released information providing the date, destination, purpose and mode of travel for ministerial visits undertaken by the Secretary of State during the period asked about.",foi-releases,,,,department-for-communities-and-local-government,,23-Apr-2012,23-Apr-2012,For information about ministerial visits undertaken by the Secretary of State for Communities and Local Government between May 2010 and December 2011.,"The Department for Communities and Local Government has released information providing the date, destination, purpose and mode of travel for ministerial visits undertaken by the Secretary of State during the period asked about.","[{""text"": ""Response: Ministerial visits undertaken by the Secretary of State"", ""link"": ""http://www.communities.gov.uk/documents/corporate/pdf/2144266.pdf""}, {""text"": ""Response: Ministerial visits undertaken by the Secretary of State - table of visits"", ""link"": ""http://www.communities.gov.uk/documents/corporate/pdf/2144269.pdf""}]",
http://www.communities.gov.uk/corporate/foi/disclosure-log/disclosurelog2012/may2012/emergencycalls/index.html,Emergency calls to police and fire control rooms,"Request: For the volume of emergency 999 calls made to police and fire control rooms across the country in 2000-01, 2005-06 and 2010-11.

Disclosure: The Department for Communities and Local Government has released information about 999 calls to Fire and Rescue Services for the years 2000-01 and 2005-06. This information is held centrally only for periods up to 2009-10.",foi-releases,,,,department-for-communities-and-local-government,,14-May-2012,14-May-2012,"For the volume of emergency 999 calls made to police and fire control rooms across the country in 2000-01, 2005-06 and 2010-11.",The Department for Communities and Local Government has released information about 999 calls to Fire and Rescue Services for the years 2000-01 and 2005-06. This information is held centrally only for periods up to 2009-10.,"[{""text"": ""Response: Emergency calls to police and fire control rooms"", ""link"": ""http://www.communities.gov.uk/documents/corporate/pdf/2191092.pdf""}, {""text"": ""Response: Emergency calls to Fire and Rescue Services in 2000-01 and 2005-06"", ""link"": ""http://www.communities.gov.uk/documents/corporate/xls/2191095.xls""}]",
http://www.communities.gov.uk/corporate/foi/disclosure-log/disclosurelog2012/june2012/govtprocurementcard/index.html,Government Procurement Card,"Request: For information about the Department's Government Procurement Card use, including providers, cards in use, contract information and spend data.

Disclosure: The Department for Communities and Local Government has released information regarding the supplier and length of contract, the number and type of cards in use, 2011-12 spend and 2012-13 spend forecast, and a breakdown of spend data.",foi-releases,,,,department-for-communities-and-local-government,,20-Jun-2012,20-Jun-2012,"For information about the Department's Government Procurement Card use, including providers, cards in use, contract information and spend data.","The Department for Communities and Local Government has released information regarding the supplier and length of contract, the number and type of cards in use, 2011-12 spend and 2012-13 spend forecast, and a breakdown of spend data.","[{""text"": ""Response: Government Procurement Card"", ""link"": ""http://www.communities.gov.uk/documents/corporate/pdf/2189836.pdf""}]",
http://www.communities.gov.uk/corporate/foi/disclosure-log/disclosurelog2012/july2012/estatesprofessionalservices/index.html,Estates professional services,"Request: For information about the Department's Estates Professional Services procurement and requirements.

Disclosure: The Department for Communities and Local Government has released information about spend with all service suppliers since 2007 and the main requirements of the Department under the Government Procurement Service Estates Professional Service Framework.",foi-releases,,,,department-for-communities-and-local-government,,24 July 2012,24-Jul-2012,For information about the Department's Estates Professional Services procurement and requirements.,The Department for Communities and Local Government has released information about spend with all service suppliers since 2007 and the main requirements of the Department under the Government Procurement Service Estates Professional Service Framework.,"[{""text"": ""Response: Estates Professional Services"", ""link"": ""http://www.communities.gov.uk/documents/corporate/pdf/2216060.pdf""}]",
http://www.communities.gov.uk/corporate/foi/disclosure-log/disclosurelog2012/august2012/maryportas/index.html,Correspondence with Mary Portas,"Request: For correspondence between Ministers, special advisers or officials in the Department dealing with the Portas Pilots and Mary Portas or the production teams working with Ms Portas.

Disclosure: The Department for Communities and Local Government has released a letter from the Minister for Housing and Local Government to Mary Portas.",foi-releases,,,,department-for-communities-and-local-government,,8-Aug-2012,8-Aug-2012,"For correspondence between Ministers, special advisers or officials in the Department dealing with the Portas Pilots and Mary Portas or the production teams working with Ms Portas.",The Department for Communities and Local Government has released a letter from the Minister for Housing and Local Government to Mary Portas.,"[{""text"": ""Response: Correspondence with Mary Portas"", ""link"": ""http://www.communities.gov.uk/documents/corporate/pdf/2210742.pdf""}, {""text"": ""Response: Letter from Minister for Housing and Local Government to Mary Portas"", ""link"": ""http://www.communities.gov.uk/documents/corporate/pdf/2210739.pdf""}]",
http://www.communities.gov.uk/archived/general-content/corporate/disclosurelog2010/departmentalresourceaccounts/index.html,Departmental Resource Accounts net resource outturn 2008-09,"Request: For a more detailed breakdown of items specified on pages 50-52 of the accounts

Disclosure: Communities and Local Government has released information about the
accounts in respect of ""Building prosperous communities"", ""Improving the
 quality and supply of housing"" and ""Non-domestic rates payments"".",foi-releases,,,,department-for-communities-and-local-government,,,9-Aug-2010,,,"[{""text"": ""Response - Departmental Resource Accounts net resource outturn 2008-09"", ""link"": ""http://www.communities.gov.uk/documents/corporate/pdf/1687732.pdf""}, {""text"": ""Housing information"", ""link"": ""http://www.communities.gov.uk/documents/corporate/xls/1687735.xls""}]",
